address,postal_code,capacity,city,close,cost_per_unit,country,latitude,longitude,open,payment_modes,staff,available,charger_type,"if_battery_swap_station,_no._of_dockets",id,vendor,charging_type,contact_number,name,coordinates,timing,no_of_chargers,station_type
Delhi-Vinod-Fleet,,,,,,,28.59431,77.0958,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Shalimar-Bagh,,,,,,,28.702314,77.166546,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Malik-Shastri-Park,,,,,,,28.672503,77.255435,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Deep-Mala,,,,,,,28.759568,77.163188,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Abid-Khan-Manak-Vihar-EXTN,,,,,,,28.633057,77.109522,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-ZAINAB-INDUSTRIES,,,,,,,28.6890125,77.3300628,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Gagan-Gupta-Parking,,,,,,,28.641027,77.208991,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Gharoli-EXT-Waseem-Ahamad,,,,,,,28.622085,77.329662,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Sunil-ji-Sahadra,,,,,,,28.671884,77.287884,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Chetan-Shokeen,,,,,,,28.6457796,77.0643478,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Sunil-Parking,,,,,,,28.448408,77.02031,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Kum-Kum-Nawad,,,,,,,28.620037,77.041625,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Anand-Enterprises,,,,,,,28.689073,77.259581,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-TRS-Commercials,,,,,,,28.623472,77.310104,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Rajpur-Khurd-EXTN-Chaterpur,,,,,,,28.48758,77.190558,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Mangolpuri-Baba-eRickshaw,,,,,,,28.6966,77.0961,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Vasant-Vihar,,,,,,,28.55759,77.162533,,,,,,,,,,,,,,,Battery Swapping Station
"DEL_FRN-Block-B,-Dilshad-Colony",,,,,,,28.686163,77.325023,,,,,,,,,,,,,,,Battery Swapping Station
DEL-DMR-Shalimar-Bagh-Metro-Station,,,,,,,28.702314,77.166546,,,,,,,,,,,,,,,Battery Swapping Station
DEL-DTL-Jhilmil-Metro-station,,,,,,,28.67582,77.31374,,,,,,,,,,,,,,,Battery Swapping Station
DEL-FRN-Block-M-Raghubir-Nagar-,,,,,,,28.653841,77.113672,,,,,,,,,,,,,,,Battery Swapping Station
DEL-FRN-Khichripur-Rd-Kalyanpuri,,,,,,,28.623472,77.310104,,,,,,,,,,,,,,,Battery Swapping Station
DEL-FRN-Kirari-Extension-Nangloi,,,,,,,28.684142,77.065373,,,,,,,,,,,,,,,Battery Swapping Station
DEL-FRN-New-Guru-Hari-Kishan-Nagar-Nilothi,,,,,,,28.63554,77.0613,,,,,,,,,,,,,,,Battery Swapping Station
DEL-FRN-Rathi-Chowk-Rohini,,,,,,,28.744818,77.098053,,,,,,,,,,,,,,,Battery Swapping Station
DEL-FRN-Subhash-Park-Shahdara,,,,,,,28.679603,77.277489,,,,,,,,,,,,,,,Battery Swapping Station
DEL-FRN-Swami-Dayanand-Enclave-Burari,,,,,,,28.75745,77.18534,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-19th-Alpha-Market-Research-Pvt-Ltd,,,,,,,28.754419,77.072639,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Aasha-Enterprises ,,,,,,,28.710639,77.086711,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Alekh-Ranjan-Tripathi,,,,,,,28.609123,77.0638,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Anand-Vihar,,,,,,,28.63319281,77.31649746,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Arshdeep-Singh-Karwal,,,,,,,28.624399,77.135937,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Ashwani-Kumar-Rithala,,,,,,,28.717228,77.101758,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Bindapur-Terminal,,,,,,,28.608414,77.066024,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BMR-Enterprises,,,,,,,28.73282,77.26056,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Brijwasan,,,,,,,28.53384,77.04947,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BRPL-M-Block-Market,,,,,,,28.532402,77.242656,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BRPL-Mohan-Singh-Market-INA,,,,,,,28.57362,77.211061,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BRPL-Motibagh,,,,,,,28.57263,77.16953,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BRPL-Nehru-Place,,,,,,,28.54832,77.25464,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BRPL-Paschim-Vihar-East2,,,,,,,28.677235,77.111966,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BRPL-Pushp-Vihar,,,,,,,28.521086,77.227395,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BRPL-Saket1,,,,,,,28.523725,77.207526,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BSES-Corporate-Annexe-Office,,,,,,,28.66182,77.29975,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BSES-Hari-Nagar,,,,,,,28.629217,77.110593,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BYPL-Nand-Nagri-Dhalao,,,,,,,28.69385,77.310534,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-BYPL-Rajendra-Place,,,,,,,28.643384,77.175902,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Chander-Vihar,,,,,,,28.655268,77.06349,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Chandini-Chowk,,,,,,,28.6589174,77.22642,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Chattarpur,,,,,,,28.507877,77.175431,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-CHOUDHARY-POWER-SOLUTIONS,,,,,,,28.501932,77.317179,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-D1-Vasant-Kunj-South-Delhi1,,,,,,,28.5102,77.167631,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Darya-Ganj,,,,,,,28.6442913,77.226182,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Dinesh-Parking,,,,,,,28.749122,77.13286,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-DMRC-Rajendra-Place,,,,,,,28.642741,77.177471,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-DMRC-Rohini-Sec-18,,,,,,,28.738848,77.139738,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Dwarka-DTL,,,,,,,28.616569,77.023656,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Dwarka-Mor-Metro-Parking,,,,,,,28.618761,77.033409,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Dwarka-sector-11,,,,,,,28.587155,77.04841,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Ashirwad-E-Rickshaw-and-Batteries,,,,,,,28.70971,77.17581,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Dwarka-Sector-21,,,,,,,28.55242,77.05832,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Dwarka-Sector-9,,,,,,,28.573822,77.065052,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-ECO-Express-Dwarka-2,,,,,,,28.540762,77.017439,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Gaurav-Saini,,,,,,,28.674688,77.070236,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Gaurav-Saini,,,,,,,28.674865,77.07026,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Gharoli-Captin-Market,,,,,,,28.619072,77.330311,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Goldy-E-Rickshaw-Prem-Nagar,,,,,,,28.695314,77.05974,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-GT-Road-Shahdara,,,,,,,28.6760901,77.309675,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Gujrawala-PVPL,,,,,,,28.70138,77.18366,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Gurupal-Madipur,,,,,,,28.673281,77.1245758,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Gurupal-Madipur,,,,,,,28.673281,77.1245758,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Hybrid-Fleet-Management,,,,,,,28.65922,77.06479,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Inderlok-Rohit,,,,,,,28.6668727,77.1652232,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Inderlok-Rohit-4,,,,,,,28.666873,77.165223,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Indraprasth,,,,,,,28.620485,77.249458,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Indraprasth,,,,,,,28.620485,77.249458,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-IP-Extension,,,,,,,28.62566,77.30835,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Janakpuri-East-Metro-Parking,,,,,,,28.633473,77.08791,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Janakpuri-West-Metro-Station-Parking,,,,,,,28.630189,77.077492,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-J-Block-Rajouri-Garden,,,,,,,28.638381,77.120865,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Jheel,,,,,,,28.654852,77.277938,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-J-M-D-EVehicle-Hub,,,,,,,28.6895543,77.2847854,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-JS-Enterprises,,,,,,,28.742736,77.112704,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-K.B.L-ENTERPRISES,,,,,,,28.6528,77.11609,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Kair,,,,,,,28.61882,76.930195,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Kalandi-Rickshaw,,,,,,,28.611319,77.327902,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Kalandi-Rickshaw2-MayurVihar,,,,,,,28.611319,77.327902,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Karkardooma,,,,,,,28.65528,77.29795,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Kashmere-Gate,,,,,,,28.66647,77.22709,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Kataria-Communications,,,,,,,28.634952,77.061629,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Khan-Serive-Cente2,,,,,,,28.80746,77.05116,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Khan-Serive-Center-Aslam-Khan,,,,,,,28.774955,77.047445,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Krishna-Nagar-Division-Office,,,,,,,28.65888,77.28635,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Laxmi-Nagar,,,,,,,28.63474216,77.27954709,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Mahadev-ki-Lanka,,,,,,,28.689097,77.061762,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Mundka,,,,,,,28.683376,77.030912,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-NaharPur-Rohini,,,,,,,28.705051,77.113798,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Nand-Nagri-Division-Office,,,,,,,28.6924845,77.303919,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Nangloi-3,,,,,,,28.66193,77.06179,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Nangloi-Narayana,,,,,,,28.66193,77.06179,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Narain-Singh-Bamnoli,,,,,,,28.547645,77.035428,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Narayan2,,,,,,,28.679373,77.064449,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Naresh-Kalka-Ji,,,,,,,28.5279129,77.2546393,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Nazafgarh,,,,,,,28.5982155,76.9663777,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Near-Gokul-Puri-Police-Station,,,,,,,28.702436,77.279101,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-New-Ashok-Nagar,,,,,,,28.592019,77.303881,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-PARAS-BATTERY-RISHKAW-REPAIRING,,,,,,,28.6128743,76.9949977,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Patel-Nagar,,,,,,,28.644676,77.169145,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Patel-Nagar-Karol-Bagh,,,,,,,28.652225,77.156667,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Pratap-nagar,,,,,,,28.667085,77.198482,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Qutab-Minar,,,,,,,28.51368,77.186303,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Radhesh-Charging-Point,,,,,,,28.65136,77.3035,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Radhesh-Charging-Point,,,,,,,28.6514,77.3035507,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Rajendra-Place,,,,,,,28.642741,77.177471,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Rajiv-Kumar,,,,,,,28.614958,77.065183,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Ramesh-Nagar,,,,,,,28.65467,77.13251,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Rekha-Ranjan,,,,,,,28.695244,77.265906,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Resham-Enterprises,,,,,,,28.532461,77.242633,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Rohini-Sector-28,,,,,,,28.7482932,77.101008,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-S.PERIYASAMY,,,,,,,28.6076733,77.3075447,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Salman-Shastri-Park,,,,,,,28.665084,77.253184,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Sapna-Cinema,,,,,,,28.5591021,77.2465663,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-SDMC-Parking-Defense-Colony,,,,,,,28.574109,77.230876,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Shadipur,,,,,,,28.694977,77.212884,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Shadipur-DTL,,,,,,,28.694977,77.212884,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Shadipur-Post,,,,,,,28.65348,77.15571,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Shakurpur,,,,,,,28.684728,77.1412953,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Shankar-Road,,,,,,,28.636072,77.184568,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-SHIVJEET-KUSHWAHA-ENTERPRISES,,,,,,,28.634681,77.040542,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Shri-Prapti,,,,,,,28.605502,77.103896,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Sincere-Motors,,,,,,,28.540158,77.276816,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Spark-Motors,,,,,,,28.4882312,77.0723683,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Spark-Motors-Nitin-Gupta,,,,,,,28.674935,77.119194,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-STATIQ-Govindpuri-Metro-Station,,,,,,,28.544366,77.264706,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Sultanpuri-BudhVihar,,,,,,,28.714337,77.084686,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Supreme-Court,,,,,,,28.623953,77.241308,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Surajmukhi-Associates-Developers,,,,,,,28.73755,77.07276,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Swarn-Autos,,,,,,,28.501134,77.183007,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Swarn-E-connect,,,,,,,28.63504,77.06129,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Tata-Power,,,,,,,28.70752,77.1277,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Tata-Power-Indira-Vihar,,,,,,,28.7023,77.2111,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Tata-Power-Mangolpuri,,,,,,,28.687259,77.082775,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Tata-Power-Pitampura,,,,,,,28.6933,77.105388,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-The-Janak-Cinema-CC-Janakpuri,,,,,,,28.61173,77.094994,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Tis-Hazari,,,,,,,28.667392,77.215304,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-TPDDL-Jahangir-Puri,,,,,,,28.72649094,77.173188,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-TPDDL-Mangolpuri,,,,,,,28.69835,77.089722,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Uttam-Nagar-East-Metro-Parking,,,,,,,28.624221,77.064835,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Uttam-Nagar-West-Metro-Parking,,,,,,,28.621556,77.055414,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Uttarakhand-Enclave,,,,,,,28.770011,77.188987,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Vasant-Jhandewalan,,,,,,,28.646238,77.202165,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Vishnu-Kumar-Aggarwal,,,,,,,28.654322,77.113672,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Vishwakarma,,,,,,,28.7131429,77.079571,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Vishwavidayalya-parking,,,,,,,28.69491,77.212915,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Yogiraj,,,,,,,28.52438,77.08529,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Abhishek-Motors-Paschim-Vihar,,,,,,,28.656338,77.070309,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-AKAASH-AUTO-CENTRE,,,,,,,28.640264,77.28516,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Aman-Fill-Point,,,,,,,28.621567,77.302009,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Aman-Fill-Point,,,,,,,28.621683,77.30175,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Arora-Pitam,,,,,,,28.69014,77.13502,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Arti-Verma-Sector24-Rohini,,,,,,,28.72378,77.09458,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Autofuel,,,,,,,28.68852,77.11297,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Auto-Yard,,,,,,,28.537881,77.284283,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Azad-Fuels,,,,,,,28.6736,77.1429,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Bee-Gee-Motors,,,,,,,28.83677,77.097332,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-BHARAT-SERVICE-STATION,,,,,,,28.854283,77.124719,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-CAPT-AMIT-SERVICE-STATION,,,,,,,28.622736,77.110688,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-CM-Enterprises,,,,,,,28.62956,77.07884,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Coco-Dwarka-Sector-19,,,,,,,28.577385,77.053236,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Diesels,,,,,,,28.70279,77.26609,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Dwaraka-Scorpio,,,,,,,28.5908357,77.0370097,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Engineer Service,,,,,,,28.586921,77.212117,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Haar-Shreenath-Narella,,,,,,,28.847158,77.099431,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Haar-Shreenath-Narella,,,,,,,28.847158,77.099431,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Hari-Nagar,,,,,,,28.62761,77.10046,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Jai-Banglamukhi-Eco-Fuel,,,,,,,28.688734,77.104843,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-JAI-SAI-MOTORS-OKHLA,,,,,,,28.527728,77.272826,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Jindal-Filling,,,,,,,28.56236,77.26643,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Kapas-Hera,,,,,,,28.518251,77.081182,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Libra-Filling-Station,,,,,,,28.721768,77.165309,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Libra-Filling-Station,,,,,,,28.721768,77.165309,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Lotus-Automobiles,,,,,,,28.50427,77.17168333,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Lotus-Automobiles,,,,,,,28.504382,77.171952,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Maa-Anand-Mai-Service-Station,,,,,,,28.613115,77.309658,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Madhav-Fuels,,,,,,,28.6083603,76.9531635,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Madhav-Fuels,,,,,,,28.6083603,76.9531635,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-MA-Enterprises,,,,,,,28.857774,77.112743,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Mahendra,,,,,,,28.662,77.30089,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Malviya-Nagar-Qutab,,,,,,,28.5342881,77.1965592,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Mangal-Petro,,,,,,,28.688859,77.104443,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-MANSAA,,,,,,,28.659473,77.297099,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Meenakshi-Service-Station,,,,,,,28.690115,77.097596,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-MODEL-CO-OP-TRANSPORT-SOCIETY,,,,,,,28.51953,77.07958,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Mohan-Cooperative-Auto-Yard,,,,,,,28.537881,77.284283,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Moolchand,,,,,,,28.5578333,77.1632176,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Motor-Ad-Hoc,,,,,,,28.64056,77.17341,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-PARAS-AUTOMOBILES,,,,,,,28.531327,77.062801,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Priyanka-Rohini,,,,,,,28.72487,77.1257,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Rajkumar-Service-Station-Hauzkhas,,,,,,,28.544261,77.201672,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Ramesh-Mayapuri,,,,,,,28.63914,77.12989,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Reisal-Petro-Service-Station,,,,,,,28.732635,77.198284,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-RUCHIKA-SERVICE-STATION,,,,,,,28.603564,77.335755,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Shankar-Automobiles-Gole-Market,,,,,,,28.631237,77.20571,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Shraddha-Fuels,,,,,,,28.44994,77.184056,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Singh-Service-Karnal-Road,,,,,,,28.6933716,77.18929,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Speedway-Hari-Nagar,,,,,,,28.623197,77.101669,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Tikri-Petro,,,,,,,28.68644,76.98583,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Tikri-Petro,,,,,,,28.68706,76.98497,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Tyagi-Petroleum,,,,,,,28.684705,76.999519,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Wazirpur-United-Fuel,,,,,,,28.696438,77.155124,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-ISBT-Kashmiri-Gate,,,,,,,28.668913,77.229816,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Mayapuri-Depot,,,,,,,28.63623,77.130127,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Metro-Shubhash-Nagar,,,,,,,28.640928,77.105056,,,,,,,,,,,,,,,Battery Swapping Station
Delhi-Vijay-Kumar-Bansal,,,,,,,28.65489,77.289324,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Delhi-Welcome-Motors-Saket,,,,,,,28.52777,77.21549,,,,,,,,,,,,,,,Battery Swapping Station
Tatagrid-Delhi-Azadpur,,,,,,,28.71153,77.17546,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Ghaziabad-HEMKUND-FILL-DRIVE,,,,,,,28.6766,77.337938,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Shakti-Enterprises,,,,,,,28.6809585,77.368404,,,,,,,,,,,,,,,Battery Swapping Station
OyeRickshaw Ghaziabad,,,,,,,28.6502476,77.3410595,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Franchise-Shriram Aggarwal,,,,,,,28.68737,77.32434,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Chanchal-eVehicle-Solution,,,,,,,28.698593,77.327345,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Franchise-Aksi-Zehra,,,,,,,28.619999,77.343589,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Franchise-AS-Malhotra-Vaishali-Sector-4,,,,,,,28.650207,77.343087,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Franchise-Narinder Kaur-Vasundhara,,,,,,,28.655794,77.358558,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Kartik-Electronics,,,,,,,28.698744,77.327382,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Kaushambi,,,,,,,28.640957,77.320549,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Loni,,,,,,,28.744502,77.302422,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Rahul-Verma-Vasundhara,,,,,,,28.656031,77.351756,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Sahibabad,,,,,,,28.678256,77.363843,,,,,,,,,,,,,,,Battery Swapping Station
Ghaziabad-Sahibabad,,,,,,,28.656255,77.3524557,,,,,,,,,,,,,,,Battery Swapping Station
IOCL-Ghaziabad-SUMAN-PETROLIUM,,,,,,,28.636068,77.329856,,,,,,,,,,,,,,,Battery Swapping Station
